user,category,date_index,rating,date
Chess_switch,UltraBullet,2025,1,2051-10-24
Chess_switch,UltraBullet,2025,5,2051-10-24
Chess_switch,UltraBullet,2025,7,2051-10-24
Chess_switch,Bullet,2024,0,2051-10-17
Chess_switch,Bullet,2024,0,2051-10-17
Chess_switch,Bullet,2024,0,2051-10-17
Chess_switch,Bullet,2024,1,2051-10-17
Chess_switch,Bullet,2024,2,2051-10-17
Chess_switch,Bullet,2024,6,2051-10-17
Chess_switch,Bullet,2024,11,2051-10-17
Chess_switch,Bullet,2024,11,2051-10-17
Chess_switch,Bullet,2025,1,2051-10-24
Chess_switch,Bullet,2025,1,2051-10-24
Chess_switch,Bullet,2025,1,2051-10-24
Chess_switch,Bullet,2025,1,2051-10-24
Chess_switch,Bullet,2025,1,2051-10-24
Chess_switch,Bullet,2025,2,2051-10-24
Chess_switch,Bullet,2025,2,2051-10-24
Chess_switch,Bullet,2025,2,2051-10-24
Chess_switch,Bullet,2025,2,2051-10-24
Chess_switch,Bullet,2025,2,2051-10-24
Chess_switch,Bullet,2025,2,2051-10-24
Chess_switch,Bullet,2025,2,2051-10-24
Chess_switch,Bullet,2025,2,2051-10-24
Chess_switch,Bullet,2025,2,2051-10-24
Chess_switch,Bullet,2025,2,2051-10-24
Chess_switch,Bullet,2025,2,2051-10-24
Chess_switch,Bullet,2025,2,2051-10-24
Chess_switch,Bullet,2025,2,2051-10-24
Chess_switch,Bullet,2025,2,2051-10-24
Chess_switch,Bullet,2025,3,2051-10-24
Chess_switch,Bullet,2025,3,2051-10-24
Chess_switch,Bullet,2025,3,2051-10-24
Chess_switch,Bullet,2025,3,2051-10-24
Chess_switch,Bullet,2025,3,2051-10-24
Chess_switch,Bullet,2025,3,2051-10-24
Chess_switch,Bullet,2025,3,2051-10-24
Chess_switch,Bullet,2025,3,2051-10-24
Chess_switch,Bullet,2025,4,2051-10-24
Chess_switch,Bullet,2025,4,2051-10-24
Chess_switch,Bullet,2025,4,2051-10-24
Chess_switch,Bullet,2025,4,2051-10-24
Chess_switch,Bullet,2025,4,2051-10-24
Chess_switch,Bullet,2025,4,2051-10-24
Chess_switch,Bullet,2025,4,2051-10-24
Chess_switch,Bullet,2025,4,2051-10-24
Chess_switch,Bullet,2025,4,2051-10-24
Chess_switch,Bullet,2025,4,2051-10-24
Chess_switch,Bullet,2025,5,2051-10-24
Chess_switch,Bullet,2025,5,2051-10-24
Chess_switch,Bullet,2025,5,2051-10-24
Chess_switch,Bullet,2025,5,2051-10-24
Chess_switch,Bullet,2025,5,2051-10-24
Chess_switch,Bullet,2025,5,2051-10-24
Chess_switch,Bullet,2025,5,2051-10-24
Chess_switch,Bullet,2025,5,2051-10-24
Chess_switch,Bullet,2025,5,2051-10-24
Chess_switch,Bullet,2025,5,2051-10-24
Chess_switch,Bullet,2025,5,2051-10-24
Chess_switch,Bullet,2025,5,2051-10-24
Chess_switch,Bullet,2025,5,2051-10-24
Chess_switch,Bullet,2025,5,2051-10-24
Chess_switch,Bullet,2025,5,2051-10-24
Chess_switch,Bullet,2025,6,2051-10-24
Chess_switch,Bullet,2025,6,2051-10-24
Chess_switch,Bullet,2025,6,2051-10-24
Chess_switch,Bullet,2025,6,2051-10-24
Chess_switch,Bullet,2025,6,2051-10-24
Chess_switch,Bullet,2025,6,2051-10-24
Chess_switch,Bullet,2025,6,2051-10-24
Chess_switch,Bullet,2025,6,2051-10-24
Chess_switch,Bullet,2025,6,2051-10-24
Chess_switch,Bullet,2025,6,2051-10-24
Chess_switch,Bullet,2025,6,2051-10-24
Chess_switch,Bullet,2025,6,2051-10-24
Chess_switch,Bullet,2025,6,2051-10-24
Chess_switch,Bullet,2025,6,2051-10-24
Chess_switch,Bullet,2025,6,2051-10-24
Chess_switch,Bullet,2025,6,2051-10-24
Chess_switch,Bullet,2025,6,2051-10-24
Chess_switch,Bullet,2025,6,2051-10-24
Chess_switch,Bullet,2025,7,2051-10-24
Chess_switch,Bullet,2025,7,2051-10-24
Chess_switch,Bullet,2025,7,2051-10-24
Chess_switch,Bullet,2025,7,2051-10-24
Chess_switch,Bullet,2025,7,2051-10-24
Chess_switch,Bullet,2025,7,2051-10-24
Chess_switch,Bullet,2025,7,2051-10-24
Chess_switch,Bullet,2025,7,2051-10-24
Chess_switch,Bullet,2025,7,2051-10-24
Chess_switch,Bullet,2025,7,2051-10-24
Chess_switch,Bullet,2025,7,2051-10-24
Chess_switch,Bullet,2025,7,2051-10-24
Chess_switch,Bullet,2025,7,2051-10-24
Chess_switch,Bullet,2025,7,2051-10-24
Chess_switch,Bullet,2025,7,2051-10-24
Chess_switch,Bullet,2025,7,2051-10-24
Chess_switch,Bullet,2025,8,2051-10-24
Chess_switch,Bullet,2025,8,2051-10-24
Chess_switch,Bullet,2025,8,2051-10-24
Chess_switch,Bullet,2025,8,2051-10-24
Chess_switch,Bullet,2025,8,2051-10-24
Chess_switch,Bullet,2025,8,2051-10-24
Chess_switch,Bullet,2025,9,2051-10-24
Chess_switch,Bullet,2025,9,2051-10-24
Chess_switch,Bullet,2025,9,2051-10-24
Chess_switch,Bullet,2025,9,2051-10-24
Chess_switch,Bullet,2025,9,2051-10-24
Chess_switch,Blitz,2024,0,2051-10-17
Chess_switch,Blitz,2024,9,2051-10-17
Chess_switch,Blitz,2024,11,2051-10-17
Chess_switch,Blitz,2024,11,2051-10-17
Chess_switch,Blitz,2025,1,2051-10-24
Chess_switch,Blitz,2025,2,2051-10-24
Chess_switch,Blitz,2025,2,2051-10-24
Chess_switch,Blitz,2025,3,2051-10-24
Chess_switch,Blitz,2025,4,2051-10-24
Chess_switch,Blitz,2025,5,2051-10-24
Chess_switch,Blitz,2025,5,2051-10-24
Chess_switch,Blitz,2025,5,2051-10-24
Chess_switch,Blitz,2025,5,2051-10-24
Chess_switch,Rapid,2024,0,2051-10-17
Chess_switch,King of the Hill,2024,0,2051-10-17
Chess_switch,King of the Hill,2024,0,2051-10-17
Chess_switch,King of the Hill,2024,0,2051-10-17
Chess_switch,King of the Hill,2024,0,2051-10-17
Chess_switch,King of the Hill,2024,0,2051-10-17
Chess_switch,King of the Hill,2024,0,2051-10-17
Chess_switch,King of the Hill,2024,1,2051-10-17
Chess_switch,King of the Hill,2024,1,2051-10-17
Chess_switch,King of the Hill,2024,1,2051-10-17
Chess_switch,King of the Hill,2024,1,2051-10-17
Chess_switch,King of the Hill,2024,1,2051-10-17
Chess_switch,King of the Hill,2024,1,2051-10-17
Chess_switch,King of the Hill,2024,1,2051-10-17
Chess_switch,King of the Hill,2024,2,2051-10-17
Chess_switch,King of the Hill,2024,2,2051-10-17
Chess_switch,King of the Hill,2024,3,2051-10-17
Chess_switch,King of the Hill,2024,4,2051-10-17
Chess_switch,King of the Hill,2024,5,2051-10-17
Chess_switch,King of the Hill,2024,6,2051-10-17
Chess_switch,King of the Hill,2024,6,2051-10-17
Chess_switch,King of the Hill,2024,6,2051-10-17
Chess_switch,King of the Hill,2024,6,2051-10-17
Chess_switch,King of the Hill,2024,6,2051-10-17
Chess_switch,King of the Hill,2024,7,2051-10-17
Chess_switch,King of the Hill,2024,7,2051-10-17
Chess_switch,King of the Hill,2024,7,2051-10-17
Chess_switch,King of the Hill,2024,7,2051-10-17
Chess_switch,King of the Hill,2024,7,2051-10-17
Chess_switch,King of the Hill,2024,7,2051-10-17
Chess_switch,King of the Hill,2024,7,2051-10-17
Chess_switch,King of the Hill,2024,7,2051-10-17
Chess_switch,King of the Hill,2024,7,2051-10-17
Chess_switch,King of the Hill,2024,7,2051-10-17
Chess_switch,King of the Hill,2024,7,2051-10-17
Chess_switch,King of the Hill,2024,7,2051-10-17
Chess_switch,King of the Hill,2024,8,2051-10-17
Chess_switch,King of the Hill,2024,8,2051-10-17
Chess_switch,King of the Hill,2024,8,2051-10-17
Chess_switch,King of the Hill,2024,8,2051-10-17
Chess_switch,King of the Hill,2024,8,2051-10-17
Chess_switch,King of the Hill,2024,8,2051-10-17
Chess_switch,King of the Hill,2024,8,2051-10-17
Chess_switch,King of the Hill,2024,8,2051-10-17
Chess_switch,King of the Hill,2024,8,2051-10-17
Chess_switch,King of the Hill,2024,8,2051-10-17
Chess_switch,King of the Hill,2024,8,2051-10-17
Chess_switch,King of the Hill,2024,8,2051-10-17
Chess_switch,King of the Hill,2024,8,2051-10-17
Chess_switch,King of the Hill,2024,9,2051-10-17
Chess_switch,King of the Hill,2024,9,2051-10-17
Chess_switch,King of the Hill,2024,9,2051-10-17
Chess_switch,King of the Hill,2024,9,2051-10-17
Chess_switch,King of the Hill,2024,9,2051-10-17
Chess_switch,King of the Hill,2024,9,2051-10-17
Chess_switch,King of the Hill,2024,9,2051-10-17
Chess_switch,King of the Hill,2024,9,2051-10-17
Chess_switch,King of the Hill,2024,9,2051-10-17
Chess_switch,King of the Hill,2024,9,2051-10-17
Chess_switch,King of the Hill,2024,9,2051-10-17
Chess_switch,King of the Hill,2024,9,2051-10-17
Chess_switch,King of the Hill,2024,9,2051-10-17
Chess_switch,King of the Hill,2024,9,2051-10-17
Chess_switch,King of the Hill,2024,9,2051-10-17
Chess_switch,King of the Hill,2024,9,2051-10-17
Chess_switch,King of the Hill,2024,9,2051-10-17
Chess_switch,King of the Hill,2024,9,2051-10-17
Chess_switch,King of the Hill,2024,9,2051-10-17
Chess_switch,King of the Hill,2024,9,2051-10-17
Chess_switch,King of the Hill,2024,9,2051-10-17
Chess_switch,King of the Hill,2024,9,2051-10-17
Chess_switch,King of the Hill,2024,9,2051-10-17
Chess_switch,King of the Hill,2024,10,2051-10-17
Chess_switch,King of the Hill,2024,10,2051-10-17
Chess_switch,King of the Hill,2024,10,2051-10-17
Chess_switch,King of the Hill,2024,10,2051-10-17
Chess_switch,King of the Hill,2024,10,2051-10-17
Chess_switch,King of the Hill,2024,10,2051-10-17
Chess_switch,King of the Hill,2024,10,2051-10-17
Chess_switch,King of the Hill,2024,10,2051-10-17
Chess_switch,King of the Hill,2024,10,2051-10-17
Chess_switch,King of the Hill,2024,10,2051-10-17
Chess_switch,King of the Hill,2024,11,2051-10-17
Chess_switch,King of the Hill,2024,11,2051-10-17
Chess_switch,King of the Hill,2024,11,2051-10-17
Chess_switch,King of the Hill,2024,11,2051-10-17
Chess_switch,King of the Hill,2024,11,2051-10-17
Chess_switch,King of the Hill,2024,11,2051-10-17
Chess_switch,King of the Hill,2024,11,2051-10-17
Chess_switch,King of the Hill,2024,11,2051-10-17
Chess_switch,King of the Hill,2024,11,2051-10-17
Chess_switch,King of the Hill,2024,11,2051-10-17
Chess_switch,King of the Hill,2024,11,2051-10-17
Chess_switch,King of the Hill,2025,0,2051-10-24
Chess_switch,King of the Hill,2025,0,2051-10-24
Chess_switch,King of the Hill,2025,0,2051-10-24
Chess_switch,King of the Hill,2025,0,2051-10-24
Chess_switch,King of the Hill,2025,0,2051-10-24
Chess_switch,King of the Hill,2025,0,2051-10-24
Chess_switch,King of the Hill,2025,0,2051-10-24
Chess_switch,King of the Hill,2025,1,2051-10-24
Chess_switch,King of the Hill,2025,1,2051-10-24
Chess_switch,King of the Hill,2025,1,2051-10-24
Chess_switch,King of the Hill,2025,1,2051-10-24
Chess_switch,King of the Hill,2025,1,2051-10-24
Chess_switch,King of the Hill,2025,1,2051-10-24
Chess_switch,King of the Hill,2025,1,2051-10-24
Chess_switch,King of the Hill,2025,1,2051-10-24
Chess_switch,King of the Hill,2025,1,2051-10-24
Chess_switch,King of the Hill,2025,1,2051-10-24
Chess_switch,King of the Hill,2025,1,2051-10-24
Chess_switch,King of the Hill,2025,1,2051-10-24
Chess_switch,King of the Hill,2025,1,2051-10-24
Chess_switch,King of the Hill,2025,1,2051-10-24
Chess_switch,King of the Hill,2025,1,2051-10-24
Chess_switch,King of the Hill,2025,1,2051-10-24
Chess_switch,King of the Hill,2025,1,2051-10-24
Chess_switch,King of the Hill,2025,1,2051-10-24
Chess_switch,King of the Hill,2025,1,2051-10-24
Chess_switch,King of the Hill,2025,1,2051-10-24
Chess_switch,King of the Hill,2025,2,2051-10-24
Chess_switch,King of the Hill,2025,2,2051-10-24
Chess_switch,King of the Hill,2025,2,2051-10-24
Chess_switch,King of the Hill,2025,2,2051-10-24
Chess_switch,King of the Hill,2025,2,2051-10-24
Chess_switch,King of the Hill,2025,2,2051-10-24
Chess_switch,King of the Hill,2025,2,2051-10-24
Chess_switch,King of the Hill,2025,2,2051-10-24
Chess_switch,King of the Hill,2025,2,2051-10-24
Chess_switch,King of the Hill,2025,2,2051-10-24
Chess_switch,King of the Hill,2025,2,2051-10-24
Chess_switch,King of the Hill,2025,2,2051-10-24
Chess_switch,King of the Hill,2025,2,2051-10-24
Chess_switch,King of the Hill,2025,2,2051-10-24
Chess_switch,King of the Hill,2025,2,2051-10-24
Chess_switch,King of the Hill,2025,2,2051-10-24
Chess_switch,King of the Hill,2025,2,2051-10-24
Chess_switch,King of the Hill,2025,2,2051-10-24
Chess_switch,King of the Hill,2025,2,2051-10-24
Chess_switch,King of the Hill,2025,2,2051-10-24
Chess_switch,King of the Hill,2025,2,2051-10-24
Chess_switch,King of the Hill,2025,3,2051-10-24
Chess_switch,King of the Hill,2025,3,2051-10-24
Chess_switch,King of the Hill,2025,3,2051-10-24
Chess_switch,King of the Hill,2025,3,2051-10-24
Chess_switch,King of the Hill,2025,3,2051-10-24
Chess_switch,King of the Hill,2025,3,2051-10-24
Chess_switch,King of the Hill,2025,3,2051-10-24
Chess_switch,King of the Hill,2025,3,2051-10-24
Chess_switch,King of the Hill,2025,3,2051-10-24
Chess_switch,King of the Hill,2025,3,2051-10-24
Chess_switch,King of the Hill,2025,3,2051-10-24
Chess_switch,King of the Hill,2025,3,2051-10-24
Chess_switch,King of the Hill,2025,3,2051-10-24
Chess_switch,King of the Hill,2025,3,2051-10-24
Chess_switch,King of the Hill,2025,3,2051-10-24
Chess_switch,King of the Hill,2025,3,2051-10-24
Chess_switch,King of the Hill,2025,3,2051-10-24
Chess_switch,King of the Hill,2025,3,2051-10-24
Chess_switch,King of the Hill,2025,3,2051-10-24
Chess_switch,King of the Hill,2025,3,2051-10-24
Chess_switch,King of the Hill,2025,3,2051-10-24
Chess_switch,King of the Hill,2025,3,2051-10-24
Chess_switch,King of the Hill,2025,3,2051-10-24
Chess_switch,King of the Hill,2025,4,2051-10-24
Chess_switch,King of the Hill,2025,4,2051-10-24
